courier_id,city_id,city_name,vehicle_type,status,orders_handled,avg_delivery_time,avg_estimated_sla,avg_shift_earnings,total_earnings,avg_rating_given,avg_acceptance_rate,avg_completion_rate
COU_8_0912,8,Dortmund,bike,churned,0,0.00,0.00,65.07,780.85,0.00,0.785,0.787
COU_8_0913,8,Dortmund,car,churned,0,0.00,0.00,45.24,814.31,0.00,0.798,0.76
COU_8_0914,8,Dortmund,bike,inactive,0,0.00,0.00,41.92,544.92,0.00,0.771,0.769
COU_8_0915,8,Dortmund,car,churned,0,0.00,0.00,54.81,767.29,0.00,0.741,0.773
COU_8_0916,8,Dortmund,car,active,0,0.00,0.00,56.57,735.45,0.00,0.741,0.804
COU_8_0917,8,Dortmund,car,churned,0,0.00,0.00,45.16,767.65,0.00,0.751,0.776
COU_8_0918,8,Dortmund,bicycle,inactive,0,0.00,0.00,58.29,816.11,0.00,0.789,0.801
COU_8_0919,8,Dortmund,car,suspended,0,0.00,0.00,57.72,808.06,0.00,0.738,0.744
COU_8_0920,8,Dortmund,bike,churned,0,0.00,0.00,41.72,542.4,0.00,0.749,0.741
COU_8_0921,8,Dortmund,bike,inactive,0,0.00,0.00,58.21,698.47,0.00,0.684,0.787
COU_8_0922,8,Dortmund,bike,active,0,0.00,0.00,57.18,914.83,0.00,0.735,0.785
COU_8_0923,8,Dortmund,scooter,inactive,0,0.00,0.00,53.27,692.49,0.00,0.77,0.757
COU_8_0924,8,Dortmund,bicycle,suspended,0,0.00,0.00,49.19,787.04,0.00,0.772,0.775
COU_8_0925,8,Dortmund,scooter,churned,0,0.00,0.00,52.73,896.42,0.00,0.739,0.776
COU_8_0926,8,Dortmund,bicycle,suspended,0,0.00,0.00,47.8,430.16,0.00,0.725,0.754
COU_8_0927,8,Dortmund,bike,suspended,0,0.00,0.00,53.24,585.63,0.00,0.759,0.733
COU_8_0928,8,Dortmund,bike,active,0,0.00,0.00,54.52,654.22,0.00,0.686,0.814
COU_8_0929,8,Dortmund,bicycle,suspended,0,0.00,0.00,49.9,798.33,0.00,0.749,0.808
COU_8_0930,8,Dortmund,bike,suspended,0,0.00,0.00,56.26,787.6,0.00,0.724,0.795
COU_8_0931,8,Dortmund,bike,churned,0,0.00,0.00,53.31,693,0.00,0.748,0.772
COU_8_0932,8,Dortmund,bicycle,inactive,0,0.00,0.00,51.34,718.74,0.00,0.785,0.788
COU_8_0933,8,Dortmund,bicycle,inactive,0,0.00,0.00,54.04,918.62,0.00,0.735,0.722
COU_8_0934,8,Dortmund,bicycle,active,0,0.00,0.00,52.19,782.86,0.00,0.742,0.778
COU_8_0935,8,Dortmund,car,suspended,0,0.00,0.00,46.57,512.26,0.00,0.719,0.808
COU_8_0936,8,Dortmund,bike,inactive,0,0.00,0.00,68.53,890.86,0.00,0.752,0.809
COU_8_0937,8,Dortmund,bike,suspended,0,0.00,0.00,46.62,745.98,0.00,0.742,0.775
COU_8_0938,8,Dortmund,bicycle,active,0,0.00,0.00,53.64,858.23,0.00,0.766,0.794
COU_8_0939,8,Dortmund,car,inactive,0,0.00,0.00,56.93,967.88,0.00,0.803,0.743
COU_8_0940,8,Dortmund,car,active,0,0.00,0.00,54.43,925.32,0.00,0.732,0.799
COU_8_0941,8,Dortmund,bicycle,active,0,0.00,0.00,43.91,439.05,0.00,0.714,0.784
COU_8_0942,8,Dortmund,bicycle,inactive,0,0.00,0.00,40.12,441.28,0.00,0.724,0.78
COU_8_0943,8,Dortmund,bike,churned,0,0.00,0.00,41.21,453.28,0.00,0.725,0.806
COU_8_0944,8,Dortmund,car,churned,0,0.00,0.00,49.26,738.89,0.00,0.737,0.745
COU_8_0945,8,Dortmund,bike,active,0,0.00,0.00,53.99,809.89,0.00,0.744,0.771
COU_8_0946,8,Dortmund,bicycle,active,0,0.00,0.00,45.6,592.8,0.00,0.68,0.72
COU_8_0947,8,Dortmund,bike,inactive,0,0.00,0.00,59.01,826.14,0.00,0.757,0.775
COU_8_0948,8,Dortmund,scooter,churned,0,0.00,0.00,43.81,525.7,0.00,0.681,0.784
COU_8_0949,8,Dortmund,bike,churned,0,0.00,0.00,61.21,734.5,0.00,0.749,0.724
COU_8_0950,8,Dortmund,car,suspended,0,0.00,0.00,48.18,674.52,0.00,0.786,0.761
COU_8_0951,8,Dortmund,bicycle,active,0,0.00,0.00,44.54,668.05,0.00,0.71,0.787
COU_8_0952,8,Dortmund,bicycle,churned,0,0.00,0.00,41.43,538.61,0.00,0.759,0.811
COU_8_0953,8,Dortmund,scooter,suspended,0,0.00,0.00,49.28,640.7,0.00,0.784,0.777
COU_8_0954,8,Dortmund,scooter,suspended,0,0.00,0.00,39,623.98,0.00,0.76,0.747
COU_8_0955,8,Dortmund,bicycle,churned,0,0.00,0.00,46.87,515.6,0.00,0.748,0.811
COU_8_0956,8,Dortmund,car,churned,0,0.00,0.00,58.73,939.61,0.00,0.692,0.768
COU_8_0957,8,Dortmund,scooter,inactive,0,0.00,0.00,43.39,650.84,0.00,0.767,0.783
COU_8_0958,8,Dortmund,bike,suspended,0,0.00,0.00,41.85,460.33,0.00,0.72,0.69
COU_8_0959,8,Dortmund,bike,churned,0,0.00,0.00,56.62,792.66,0.00,0.694,0.739
COU_8_0960,8,Dortmund,car,active,0,0.00,0.00,51.5,566.51,0.00,0.703,0.779
COU_8_0961,8,Dortmund,bicycle,churned,0,0.00,0.00,61.96,929.38,0.00,0.807,0.793
COU_8_0962,8,Dortmund,bicycle,active,0,0.00,0.00,52.46,891.84,0.00,0.72,0.803
COU_8_0963,8,Dortmund,scooter,active,0,0.00,0.00,40.85,653.59,0.00,0.706,0.794
COU_8_0964,8,Dortmund,bicycle,active,0,0.00,0.00,58.88,1059.8,0.00,0.774,0.758
COU_8_0965,8,Dortmund,scooter,suspended,0,0.00,0.00,61.38,797.94,0.00,0.76,0.743
COU_8_0966,8,Dortmund,scooter,suspended,0,0.00,0.00,48.41,532.47,0.00,0.736,0.749
COU_8_0967,8,Dortmund,bicycle,suspended,0,0.00,0.00,59.03,767.34,0.00,0.775,0.76
COU_8_0968,8,Dortmund,bike,churned,0,0.00,0.00,50.07,500.7,0.00,0.765,0.837
COU_8_0969,8,Dortmund,car,inactive,0,0.00,0.00,52.51,735.17,0.00,0.732,0.741
COU_8_0970,8,Dortmund,car,churned,0,0.00,0.00,49.46,791.35,0.00,0.774,0.716
COU_8_0971,8,Dortmund,bicycle,churned,0,0.00,0.00,42.73,640.97,0.00,0.775,0.741
COU_8_0972,8,Dortmund,bicycle,churned,0,0.00,0.00,43.92,702.66,0.00,0.775,0.759
COU_8_0973,8,Dortmund,car,churned,0,0.00,0.00,47.56,713.4,0.00,0.735,0.77
COU_8_0974,8,Dortmund,car,churned,0,0.00,0.00,67.82,745.98,0.00,0.74,0.761
COU_8_0975,8,Dortmund,scooter,inactive,0,0.00,0.00,39.67,436.4,0.00,0.698,0.791
COU_8_0976,8,Dortmund,bike,churned,0,0.00,0.00,51.76,724.61,0.00,0.734,0.761
COU_8_0977,8,Dortmund,scooter,churned,0,0.00,0.00,49.11,687.55,0.00,0.751,0.793
COU_8_0978,8,Dortmund,bike,churned,0,0.00,0.00,55.18,827.63,0.00,0.795,0.776
COU_8_0979,8,Dortmund,car,active,0,0.00,0.00,54.24,705.1,0.00,0.683,0.825
COU_8_0980,8,Dortmund,car,suspended,0,0.00,0.00,52.42,786.28,0.00,0.697,0.759
COU_8_0981,8,Dortmund,scooter,active,0,0.00,0.00,53.66,912.28,0.00,0.761,0.772
COU_8_0982,8,Dortmund,bicycle,suspended,0,0.00,0.00,60.7,910.45,0.00,0.748,0.817
COU_8_0983,8,Dortmund,car,inactive,0,0.00,0.00,53.82,753.51,0.00,0.775,0.77
COU_8_0984,8,Dortmund,bike,inactive,0,0.00,0.00,48.74,633.59,0.00,0.798,0.784
COU_8_0985,8,Dortmund,scooter,inactive,0,0.00,0.00,52.12,833.97,0.00,0.736,0.772
COU_8_0986,8,Dortmund,bike,active,0,0.00,0.00,42.72,640.75,0.00,0.766,0.759
COU_8_0987,8,Dortmund,bicycle,churned,0,0.00,0.00,57.51,690.17,0.00,0.714,0.726
COU_8_0988,8,Dortmund,bicycle,inactive,0,0.00,0.00,53.74,698.63,0.00,0.738,0.821
COU_8_0989,8,Dortmund,car,suspended,0,0.00,0.00,51.61,825.79,0.00,0.758,0.752
COU_8_0990,8,Dortmund,bicycle,churned,0,0.00,0.00,53.48,748.77,0.00,0.746,0.754
COU_8_0991,8,Dortmund,scooter,churned,0,0.00,0.00,54.25,813.69,0.00,0.71,0.716
COU_8_0992,8,Dortmund,car,inactive,0,0.00,0.00,46.74,701.07,0.00,0.757,0.809
COU_8_0993,8,Dortmund,car,inactive,0,0.00,0.00,58.63,996.71,0.00,0.778,0.756
COU_8_0994,8,Dortmund,bike,inactive,0,0.00,0.00,54.03,864.41,0.00,0.775,0.768
COU_8_0995,8,Dortmund,scooter,active,0,0.00,0.00,58.23,815.22,0.00,0.79,0.812
COU_8_0996,8,Dortmund,scooter,active,0,0.00,0.00,61.26,918.88,0.00,0.749,0.78
COU_8_0997,8,Dortmund,car,active,0,0.00,0.00,54.97,769.55,0.00,0.672,0.787
COU_8_0998,8,Dortmund,bicycle,suspended,0,0.00,0.00,47.39,758.17,0.00,0.766,0.727
COU_8_0999,8,Dortmund,car,suspended,0,0.00,0.00,41.7,667.27,0.00,0.739,0.773
COU_9_0800,9,Essen,scooter,active,0,0.00,0.00,63.7,764.4,0.00,0.727,0.767
COU_9_0801,9,Essen,bike,inactive,0,0.00,0.00,38.21,420.31,0.00,0.743,0.762
COU_9_0802,9,Essen,scooter,suspended,0,0.00,0.00,51.88,830.05,0.00,0.755,0.738
COU_9_0803,9,Essen,scooter,active,0,0.00,0.00,46.79,701.84,0.00,0.786,0.782
COU_9_0804,9,Essen,scooter,churned,0,0.00,0.00,52.56,630.74,0.00,0.778,0.801
COU_9_0805,9,Essen,bicycle,churned,0,0.00,0.00,53.38,800.68,0.00,0.732,0.764
COU_9_0806,9,Essen,scooter,inactive,0,0.00,0.00,54.57,709.38,0.00,0.812,0.705
COU_9_0807,9,Essen,bike,active,0,0.00,0.00,50.47,504.69,0.00,0.743,0.742
COU_9_0808,9,Essen,bike,inactive,0,0.00,0.00,53.32,639.84,0.00,0.743,0.72
COU_9_0809,9,Essen,bike,active,0,0.00,0.00,47.74,716.16,0.00,0.77,0.798
COU_9_0810,9,Essen,bike,suspended,0,0.00,0.00,49.66,695.17,0.00,0.825,0.742
COU_9_0811,9,Essen,car,suspended,0,0.00,0.00,68.48,753.27,0.00,0.755,0.751
COU_9_0812,9,Essen,bicycle,inactive,0,0.00,0.00,54.67,492.02,0.00,0.742,0.738
COU_9_0813,9,Essen,car,suspended,0,0.00,0.00,48.72,730.79,0.00,0.729,0.81
COU_9_0814,9,Essen,bicycle,suspended,0,0.00,0.00,58.42,817.86,0.00,0.734,0.752
COU_9_0815,9,Essen,bicycle,active,0,0.00,0.00,50.43,806.92,0.00,0.753,0.758
COU_9_0816,9,Essen,bike,churned,0,0.00,0.00,53.59,696.7,0.00,0.717,0.778
COU_9_0817,9,Essen,scooter,suspended,0,0.00,0.00,43.07,559.92,0.00,0.76,0.754
COU_9_0818,9,Essen,car,active,0,0.00,0.00,55.05,1045.9,0.00,0.775,0.807
COU_9_0819,9,Essen,car,churned,0,0.00,0.00,38.77,465.22,0.00,0.73,0.747
COU_9_0820,9,Essen,car,active,0,0.00,0.00,44.23,663.45,0.00,0.742,0.794
COU_9_0821,9,Essen,car,churned,0,0.00,0.00,58.3,816.14,0.00,0.785,0.729
COU_9_0822,9,Essen,scooter,active,0,0.00,0.00,53.18,638.13,0.00,0.717,0.788
COU_9_0823,9,Essen,bicycle,inactive,0,0.00,0.00,51.21,563.36,0.00,0.714,0.752
COU_9_0824,9,Essen,bike,inactive,0,0.00,0.00,50.03,650.45,0.00,0.707,0.823
COU_9_0825,9,Essen,bicycle,inactive,0,0.00,0.00,41.06,533.84,0.00,0.82,0.81
COU_9_0826,9,Essen,bicycle,suspended,0,0.00,0.00,52.11,833.78,0.00,0.774,0.77
COU_9_0827,9,Essen,bike,active,0,0.00,0.00,49.22,639.81,0.00,0.79,0.796
COU_9_0828,9,Essen,car,suspended,0,0.00,0.00,61.81,927.18,0.00,0.75,0.795
COU_9_0829,9,Essen,bike,churned,0,0.00,0.00,62.56,813.24,0.00,0.83,0.759
COU_9_0830,9,Essen,car,active,0,0.00,0.00,56.36,563.64,0.00,0.736,0.778
COU_9_0831,9,Essen,bike,suspended,0,0.00,0.00,60.8,790.37,0.00,0.818,0.729
COU_9_0832,9,Essen,car,suspended,0,0.00,0.00,48.97,783.49,0.00,0.798,0.745
COU_9_0833,9,Essen,car,inactive,0,0.00,0.00,45.31,498.36,0.00,0.71,0.764
COU_9_0834,9,Essen,bike,active,0,0.00,0.00,57.57,690.88,0.00,0.723,0.795
COU_9_0835,9,Essen,scooter,churned,0,0.00,0.00,54.08,703.1,0.00,0.707,0.811
COU_9_0836,9,Essen,car,active,0,0.00,0.00,53.07,689.9,0.00,0.691,0.758
COU_9_0837,9,Essen,bike,churned,0,0.00,0.00,51.78,880.31,0.00,0.752,0.741
COU_9_0839,9,Essen,bike,churned,0,0.00,0.00,55.83,725.85,0.00,0.708,0.797
COU_9_0840,9,Essen,car,active,0,0.00,0.00,48.71,633.24,0.00,0.727,0.779
COU_9_0841,9,Essen,car,suspended,0,0.00,0.00,35.89,538.32,0.00,0.742,0.764
COU_9_0842,9,Essen,bike,inactive,0,0.00,0.00,59.51,892.61,0.00,0.756,0.741
COU_9_0843,9,Essen,car,churned,0,0.00,0.00,67.13,805.6,0.00,0.739,0.8
COU_9_0844,9,Essen,car,inactive,0,0.00,0.00,46.62,699.26,0.00,0.781,0.752
COU_9_0845,9,Essen,bicycle,inactive,0,0.00,0.00,45.05,720.74,0.00,0.734,0.782
COU_9_0846,9,Essen,bicycle,churned,0,0.00,0.00,49.76,547.38,0.00,0.767,0.747
COU_9_0847,9,Essen,car,active,0,0.00,0.00,56.02,728.27,0.00,0.75,0.786
COU_9_0848,9,Essen,bike,suspended,0,0.00,0.00,43.79,437.9,0.00,0.819,0.797
COU_9_0849,9,Essen,scooter,suspended,0,0.00,0.00,48.75,779.95,0.00,0.808,0.724
COU_9_0850,9,Essen,scooter,inactive,0,0.00,0.00,56.18,898.96,0.00,0.77,0.798
COU_9_0851,9,Essen,car,inactive,0,0.00,0.00,50.94,509.43,0.00,0.716,0.806
COU_9_0852,9,Essen,car,churned,0,0.00,0.00,53.13,903.16,0.00,0.696,0.737
COU_9_0853,9,Essen,bicycle,active,0,0.00,0.00,67.14,805.69,0.00,0.744,0.82
COU_9_0854,9,Essen,bike,churned,0,0.00,0.00,46.71,747.32,0.00,0.757,0.73
COU_9_0855,9,Essen,scooter,churned,0,0.00,0.00,43.17,647.57,0.00,0.774,0.764
COU_9_0856,9,Essen,scooter,active,0,0.00,0.00,54.22,704.81,0.00,0.749,0.731
COU_9_0857,9,Essen,bike,inactive,0,0.00,0.00,50.49,757.34,0.00,0.744,0.764
COU_9_0858,9,Essen,scooter,churned,0,0.00,0.00,58.29,874.42,0.00,0.783,0.786
COU_9_0859,9,Essen,car,active,0,0.00,0.00,46.45,650.34,0.00,0.807,0.77
COU_9_0860,9,Essen,car,inactive,0,0.00,0.00,50.67,861.33,0.00,0.778,0.749
COU_9_0861,9,Essen,car,suspended,0,0.00,0.00,53.52,802.85,0.00,0.747,0.763
COU_9_0862,9,Essen,car,churned,0,0.00,0.00,54.08,648.94,0.00,0.739,0.83
COU_9_0863,9,Essen,car,active,0,0.00,0.00,60.9,730.86,0.00,0.691,0.775
COU_9_0864,9,Essen,car,inactive,0,0.00,0.00,58.42,701.01,0.00,0.752,0.776
COU_9_0865,9,Essen,scooter,inactive,0,0.00,0.00,54.91,933.49,0.00,0.709,0.811
COU_9_0866,9,Essen,scooter,inactive,0,0.00,0.00,60.88,1095.77,0.00,0.744,0.764
COU_9_0867,9,Essen,bike,inactive,0,0.00,0.00,61.31,796.97,0.00,0.737,0.758
COU_9_0868,9,Essen,scooter,inactive,0,0.00,0.00,47.71,620.22,0.00,0.782,0.769
COU_9_0869,9,Essen,scooter,inactive,0,0.00,0.00,44.42,488.63,0.00,0.714,0.772
COU_9_0870,9,Essen,scooter,suspended,0,0.00,0.00,47.39,521.25,0.00,0.775,0.775
COU_9_0871,9,Essen,bicycle,inactive,0,0.00,0.00,54.39,979.08,0.00,0.762,0.76
COU_9_0872,9,Essen,bike,inactive,0,0.00,0.00,46.7,653.82,0.00,0.777,0.815
COU_9_0873,9,Essen,bicycle,inactive,0,0.00,0.00,49.17,786.77,0.00,0.735,0.778
COU_9_0874,9,Essen,car,churned,0,0.00,0.00,62.73,1129.22,0.00,0.755,0.764
COU_9_0875,9,Essen,car,active,0,0.00,0.00,59.52,833.33,0.00,0.761,0.792
COU_9_0876,9,Essen,bike,inactive,0,0.00,0.00,54.45,598.94,0.00,0.734,0.791
COU_9_0877,9,Essen,bike,inactive,0,0.00,0.00,59.2,947.28,0.00,0.731,0.78
COU_9_0879,9,Essen,scooter,suspended,0,0.00,0.00,45.04,720.56,0.00,0.781,0.798
COU_9_0880,9,Essen,bike,suspended,0,0.00,0.00,51.85,881.42,0.00,0.756,0.78
COU_9_0881,9,Essen,bike,churned,0,0.00,0.00,51.59,1031.73,0.00,0.738,0.768
COU_9_0882,9,Essen,bike,suspended,0,0.00,0.00,55.07,936.12,0.00,0.779,0.782
COU_9_0883,9,Essen,car,suspended,0,0.00,0.00,51.69,930.51,0.00,0.77,0.801
COU_9_0884,9,Essen,scooter,active,0,0.00,0.00,56.67,963.41,0.00,0.764,0.826
COU_9_0885,9,Essen,car,suspended,0,0.00,0.00,53.06,848.98,0.00,0.739,0.77
COU_9_0886,9,Essen,car,suspended,0,0.00,0.00,41.03,697.58,0.00,0.735,0.719
COU_9_0887,9,Essen,bike,suspended,0,0.00,0.00,52.27,731.76,0.00,0.794,0.744
COU_9_0888,9,Essen,bike,active,0,0.00,0.00,45.2,497.17,0.00,0.729,0.787
COU_9_0889,9,Essen,bicycle,active,0,0.00,0.00,56.09,785.26,0.00,0.735,0.786
COU_9_0890,9,Essen,car,active,0,0.00,0.00,49.04,735.57,0.00,0.776,0.76
COU_9_0891,9,Essen,bicycle,inactive,0,0.00,0.00,58.44,935.04,0.00,0.714,0.744
COU_9_0892,9,Essen,scooter,churned,0,0.00,0.00,59.9,658.89,0.00,0.779,0.825
COU_9_0893,9,Essen,car,active,0,0.00,0.00,52.64,842.26,0.00,0.702,0.741
COU_9_0894,9,Essen,car,suspended,0,0.00,0.00,48.03,720.48,0.00,0.729,0.777
COU_9_0895,9,Essen,scooter,active,0,0.00,0.00,55.73,836,0.00,0.708,0.801
COU_9_0896,9,Essen,bike,churned,0,0.00,0.00,48.38,774.04,0.00,0.743,0.764
COU_9_0897,9,Essen,car,churned,0,0.00,0.00,52.93,740.97,0.00,0.764,0.848
COU_9_0898,9,Essen,car,inactive,0,0.00,0.00,50.24,653.12,0.00,0.777,0.785
COU_9_0899,9,Essen,scooter,inactive,0,0.00,0.00,44.43,755.34,0.00,0.735,0.808
COU_9_0900,9,Essen,bicycle,active,0,0.00,0.00,46.5,697.49,0.00,0.766,0.795
COU_9_0901,9,Essen,scooter,suspended,0,0.00,0.00,49.01,735.2,0.00,0.693,0.777
COU_9_0902,9,Essen,scooter,suspended,0,0.00,0.00,54.92,878.68,0.00,0.73,0.815
COU_9_0904,9,Essen,scooter,inactive,0,0.00,0.00,57.76,750.91,0.00,0.717,0.76
COU_9_0905,9,Essen,bicycle,active,0,0.00,0.00,50.83,711.68,0.00,0.726,0.772
COU_9_0906,9,Essen,scooter,suspended,0,0.00,0.00,38.07,532.96,0.00,0.779,0.798
COU_9_0907,9,Essen,bike,churned,0,0.00,0.00,47.61,714.21,0.00,0.779,0.817
COU_9_0909,9,Essen,bicycle,inactive,0,0.00,0.00,54.56,872.98,0.00,0.741,0.751
COU_9_0910,9,Essen,bike,churned,0,0.00,0.00,39.88,518.41,0.00,0.754,0.753
COU_9_0911,9,Essen,bike,churned,0,0.00,0.00,50.08,751.16,0.00,0.753,0.805
COU_9_0912,9,Essen,bike,churned,0,0.00,0.00,52.61,894.32,0.00,0.76,0.754
COU_9_0913,9,Essen,bike,active,0,0.00,0.00,53.63,643.55,0.00,0.745,0.774
COU_9_0914,9,Essen,car,active,0,0.00,0.00,46.5,511.48,0.00,0.818,0.809
COU_9_0915,9,Essen,scooter,suspended,0,0.00,0.00,61.43,737.18,0.00,0.785,0.796
COU_9_0916,9,Essen,bicycle,active,0,0.00,0.00,48.86,635.17,0.00,0.706,0.757
COU_9_0917,9,Essen,scooter,inactive,0,0.00,0.00,60.32,844.45,0.00,0.8,0.803
COU_9_0918,9,Essen,car,suspended,0,0.00,0.00,58.33,699.91,0.00,0.701,0.766
COU_9_0919,9,Essen,scooter,churned,0,0.00,0.00,44.37,754.33,0.00,0.724,0.744
COU_9_0920,9,Essen,scooter,inactive,0,0.00,0.00,52.62,684.01,0.00,0.776,0.792
COU_9_0921,9,Essen,scooter,inactive,0,0.00,0.00,59.64,775.33,0.00,0.763,0.796
COU_9_0922,9,Essen,bike,suspended,0,0.00,0.00,51.05,867.86,0.00,0.732,0.742
COU_9_0923,9,Essen,bicycle,inactive,0,0.00,0.00,46.28,601.67,0.00,0.805,0.764
COU_9_0924,9,Essen,scooter,churned,0,0.00,0.00,48.01,624.09,0.00,0.72,0.764
COU_9_0925,9,Essen,car,churned,0,0.00,0.00,47.33,757.27,0.00,0.799,0.819
COU_9_0926,9,Essen,scooter,churned,0,0.00,0.00,45.17,677.56,0.00,0.763,0.792
COU_9_0927,9,Essen,bike,suspended,0,0.00,0.00,45.06,720.91,0.00,0.727,0.757
COU_9_0928,9,Essen,bike,active,0,0.00,0.00,43.94,527.32,0.00,0.775,0.793
COU_9_0929,9,Essen,bicycle,suspended,0,0.00,0.00,54.57,873.17,0.00,0.77,0.761
COU_9_0930,9,Essen,bike,inactive,0,0.00,0.00,45.76,594.91,0.00,0.773,0.752
COU_9_0931,9,Essen,scooter,active,0,0.00,0.00,49.95,849.16,0.00,0.77,0.774
COU_9_0932,9,Essen,scooter,inactive,0,0.00,0.00,46.16,553.9,0.00,0.781,0.757
COU_9_0933,9,Essen,car,churned,0,0.00,0.00,49.93,798.8,0.00,0.771,0.723
COU_9_0934,9,Essen,car,suspended,0,0.00,0.00,52.17,939.06,0.00,0.757,0.767
COU_9_0935,9,Essen,car,suspended,0,0.00,0.00,59,944.01,0.00,0.726,0.795
COU_9_0936,9,Essen,scooter,suspended,0,0.00,0.00,51.43,822.84,0.00,0.748,0.765
COU_9_0937,9,Essen,bike,churned,0,0.00,0.00,61.04,610.39,0.00,0.812,0.739
COU_9_0938,9,Essen,car,suspended,0,0.00,0.00,51.59,567.5,0.00,0.752,0.753
COU_9_0939,9,Essen,car,churned,0,0.00,0.00,45.26,633.66,0.00,0.738,0.783
COU_9_0940,9,Essen,scooter,active,0,0.00,0.00,49.78,647.11,0.00,0.745,0.773
COU_9_0941,9,Essen,scooter,suspended,0,0.00,0.00,55.92,894.76,0.00,0.709,0.792
COU_9_0942,9,Essen,bike,suspended,0,0.00,0.00,45.75,594.73,0.00,0.788,0.781
COU_9_0943,9,Essen,bike,suspended,0,0.00,0.00,43.2,648,0.00,0.768,0.779
COU_9_0944,9,Essen,scooter,suspended,0,0.00,0.00,56.15,842.28,0.00,0.771,0.792
COU_9_0945,9,Essen,bicycle,inactive,0,0.00,0.00,49.83,697.63,0.00,0.713,0.789
COU_9_0946,9,Essen,scooter,inactive,0,0.00,0.00,44.18,706.8,0.00,0.715,0.771
COU_9_0947,9,Essen,scooter,churned,0,0.00,0.00,55.37,609.11,0.00,0.761,0.768
COU_9_0948,9,Essen,bicycle,churned,0,0.00,0.00,55.25,718.28,0.00,0.79,0.748
COU_9_0949,9,Essen,scooter,inactive,0,0.00,0.00,55.91,894.48,0.00,0.747,0.764
COU_9_0950,9,Essen,car,active,0,0.00,0.00,49.75,845.7,0.00,0.716,0.79
COU_9_0951,9,Essen,bicycle,inactive,0,0.00,0.00,47.01,799.1,0.00,0.745,0.741
COU_9_0952,9,Essen,scooter,active,0,0.00,0.00,58.47,818.55,0.00,0.701,0.77
COU_9_0953,9,Essen,bike,active,0,0.00,0.00,51.37,924.71,0.00,0.772,0.766
COU_9_0954,9,Essen,scooter,churned,0,0.00,0.00,52.08,624.96,0.00,0.778,0.79
COU_9_0955,9,Essen,car,suspended,0,0.00,0.00,46.86,702.94,0.00,0.748,0.734
COU_9_0956,9,Essen,bike,churned,0,0.00,0.00,43.05,602.76,0.00,0.718,0.76
COU_9_0957,9,Essen,bicycle,suspended,0,0.00,0.00,50.25,703.52,0.00,0.781,0.765
COU_9_0958,9,Essen,scooter,churned,0,0.00,0.00,52.85,634.22,0.00,0.764,0.736
COU_9_0959,9,Essen,bike,active,0,0.00,0.00,50.58,708.13,0.00,0.7,0.778
COU_9_0960,9,Essen,bicycle,active,0,0.00,0.00,49.99,649.84,0.00,0.808,0.801
COU_9_0961,9,Essen,bike,inactive,0,0.00,0.00,55.47,1053.92,0.00,0.816,0.826
COU_9_0962,9,Essen,bike,suspended,0,0.00,0.00,50.41,655.34,0.00,0.774,0.805
COU_9_0963,9,Essen,scooter,suspended,0,0.00,0.00,57.02,798.29,0.00,0.713,0.79
COU_9_0964,9,Essen,scooter,inactive,0,0.00,0.00,58,638.04,0.00,0.771,0.864
COU_9_0965,9,Essen,car,suspended,0,0.00,0.00,60.75,729.05,0.00,0.713,0.734
COU_9_0966,9,Essen,car,inactive,0,0.00,0.00,53.08,796.19,0.00,0.756,0.791
COU_9_0967,9,Essen,car,inactive,0,0.00,0.00,48.13,914.41,0.00,0.712,0.75
COU_9_0968,9,Essen,bicycle,inactive,0,0.00,0.00,47.18,471.84,0.00,0.719,0.72
COU_9_0970,9,Essen,bicycle,inactive,0,0.00,0.00,54.96,824.33,0.00,0.747,0.736
COU_9_0971,9,Essen,scooter,suspended,0,0.00,0.00,46.34,648.73,0.00,0.729,0.794
COU_9_0972,9,Essen,car,active,0,0.00,0.00,58.95,648.49,0.00,0.757,0.788
COU_9_0973,9,Essen,bike,inactive,0,0.00,0.00,65.08,650.78,0.00,0.784,0.832
COU_9_0974,9,Essen,bicycle,suspended,0,0.00,0.00,51.99,571.86,0.00,0.738,0.791
COU_9_0975,9,Essen,car,active,0,0.00,0.00,57.16,628.77,0.00,0.767,0.766
COU_9_0976,9,Essen,scooter,churned,0,0.00,0.00,51.98,779.72,0.00,0.73,0.8
COU_9_0977,9,Essen,bike,churned,0,0.00,0.00,51.01,816.11,0.00,0.736,0.767
COU_9_0978,9,Essen,bike,suspended,0,0.00,0.00,53.33,639.95,0.00,0.755,0.785
COU_9_0979,9,Essen,scooter,active,0,0.00,0.00,49.2,737.96,0.00,0.718,0.814
COU_9_0980,9,Essen,bicycle,suspended,0,0.00,0.00,49.72,845.22,0.00,0.778,0.765
COU_9_0981,9,Essen,scooter,active,0,0.00,0.00,42.5,552.55,0.00,0.759,0.768
COU_9_0982,9,Essen,bicycle,suspended,0,0.00,0.00,56.62,679.5,0.00,0.744,0.793
COU_9_0983,9,Essen,car,inactive,0,0.00,0.00,51.65,723.15,0.00,0.753,0.756
COU_9_0984,9,Essen,scooter,churned,0,0.00,0.00,49.07,588.8,0.00,0.709,0.751
COU_9_0986,9,Essen,car,churned,0,0.00,0.00,50.62,506.21,0.00,0.782,0.762
COU_9_0989,9,Essen,scooter,active,0,0.00,0.00,42.84,599.69,0.00,0.759,0.772
COU_9_0990,9,Essen,scooter,inactive,0,0.00,0.00,53.86,861.82,0.00,0.76,0.729
